train_loss,epoch,step
25.80202293395996,2,49
19.091724395751953,4,99
40.5350341796875,6,149
20.539403915405273,9,199
18.33652114868164,11,249
35.628387451171875,13,299
11.120735168457031,15,349
13.081932067871094,18,399
13.148720741271973,20,449
53.00147247314453,22,499
26.538293838500977,24,549
13.42983627319336,27,599
12.621763229370117,29,649
46.741371154785156,31,699
11.00009536743164,34,749
8.757246971130371,36,799
23.815954208374023,38,849
12.644784927368164,40,899
7.063325881958008,43,949
5.027437210083008,45,999
39.55656433105469,47,1049
17.02806854248047,49,1099
9.169001579284668,52,1149
9.350140571594238,54,1199
38.22480010986328,56,1249
4.012511730194092,59,1299
3.3631391525268555,61,1349
16.340103149414062,63,1399
11.803840637207031,65,1449
6.369089126586914,68,1499
2.35566782951355,70,1549
30.654815673828125,72,1599
14.204058647155762,74,1649
9.028125762939453,77,1699
9.809220314025879,79,1749
34.0419921875,81,1799
2.3497281074523926,84,1849
2.256470203399658,86,1899
15.124542236328125,88,1949
11.515003204345703,90,1999
4.820289134979248,93,2049
1.7682044506072998,95,2099
26.43062973022461,97,2149
10.65869426727295,99,2199
8.336512565612793,102,2249
10.476179122924805,104,2299
31.058303833007812,106,2349
2.5565757751464844,109,2399
1.6952922344207764,111,2449
15.015751838684082,113,2499
11.268356323242188,115,2549
3.987992525100708,118,2599
1.4888770580291748,120,2649
23.744590759277344,122,2699
8.108098030090332,124,2749
7.6252851486206055,127,2799
10.547426223754883,129,2849
28.673643112182617,131,2899
2.9696803092956543,134,2949
1.3807264566421509,136,2999
14.488899230957031,138,3049
10.706897735595703,140,3099
3.4008429050445557,143,3149
1.2061866521835327,145,3199
22.1326904296875,147,3249
6.739438533782959,149,3299
6.196887016296387,152,3349
9.525510787963867,154,3399
26.354158401489258,156,3449
2.4144272804260254,159,3499
1.195434808731079,161,3549
13.021998405456543,163,3599
9.775191307067871,165,3649
2.594440460205078,168,3699
1.052501916885376,170,3749
21.382394790649414,172,3799
6.1537909507751465,174,3849
4.477214336395264,177,3899
8.03938102722168,179,3949
24.0567626953125,181,3999
1.2836270332336426,184,4049
1.14797043800354,186,4099
12.128578186035156,188,4149
8.549955368041992,190,4199
1.9374277591705322,193,4249
1.0593934059143066,195,4299
21.066791534423828,197,4349
5.460752964019775,199,4399
3.4308290481567383,202,4449
7.386058807373047,204,4499
21.432910919189453,206,4549
0.819848895072937,209,4599
1.2336825132369995,211,4649
12.216472625732422,213,4699
7.8416523933410645,215,4749
1.5780701637268066,218,4799
1.0681308507919312,220,4849
20.300336837768555,222,4899
4.911806583404541,224,4949
2.8143270015716553,227,4999
7.550955772399902,229,5049
19.86962127685547,231,5099
0.6574980020523071,234,5149
1.2946280241012573,236,5199
12.10816764831543,238,5249
7.401165008544922,240,5299
1.4322500228881836,243,5349
1.0214375257492065,245,5399
19.50737953186035,247,5449
4.603952407836914,249,5499
2.5178942680358887,252,5549
7.532160758972168,254,5599
18.839488983154297,256,5649
0.5943570137023926,259,5699
1.400130271911621,261,5749
10.860654830932617,263,5799
6.528378486633301,265,5849
1.4166064262390137,268,5899
1.162953495979309,270,5949
16.967529296875,272,5999
5.088228702545166,274,6049
2.3688695430755615,277,6099
7.202520370483398,279,6149
16.419504165649414,281,6199
0.8148907423019409,284,6249
1.7036975622177124,286,6299
8.53321647644043,288,6349
5.056077480316162,290,6399
1.4017856121063232,293,6449
1.13646399974823,295,6499
14.192123413085938,297,6549
5.315208911895752,299,6599
2.1165072917938232,302,6649
6.22250509262085,304,6699
14.042198181152344,306,6749
0.9616430401802063,309,6799
1.6676403284072876,311,6849
6.668736934661865,313,6899
3.728224039077759,315,6949
1.2646985054016113,318,6999
0.7008833885192871,320,7049
11.886274337768555,322,7099
4.941157817840576,324,7149
1.672203540802002,327,7199
4.402307987213135,329,7249
11.016105651855469,331,7299
0.8380088806152344,334,7349
1.313525915145874,336,7399
5.15894889831543,338,7449
2.725092887878418,340,7499
1.1530345678329468,343,7549
0.5865803360939026,345,7599
9.072307586669922,347,7649
3.9636571407318115,349,7699
1.3892918825149536,352,7749
3.007751703262329,354,7799
7.929897308349609,356,7849
1.0206454992294312,359,7899
1.1305533647537231,361,7949
4.109982013702393,363,7999
1.8939201831817627,365,8049
1.1034448146820068,368,8099
0.6276541352272034,370,8149
6.922953128814697,372,8199
3.1812570095062256,374,8249
1.2783641815185547,377,8299
2.2096142768859863,379,8349
5.6458916664123535,381,8399
1.4752967357635498,384,8449
1.1119935512542725,386,8499
3.5025947093963623,388,8549
1.3183544874191284,390,8599
1.0529810190200806,393,8649
0.6063908338546753,395,8699
5.566653251647949,397,8749
2.628282308578491,399,8799
1.1835980415344238,402,8849
1.8181424140930176,404,8899
3.9933083057403564,406,8949
1.2506792545318604,409,8999
0.9865620136260986,411,9049
3.027827024459839,413,9099
0.9583157896995544,415,9149
1.613701581954956,418,9199
0.7996074557304382,420,9249
5.388665676116943,422,9299
2.564682722091675,424,9349
2.716062545776367,427,9399
4.178283214569092,429,9449
5.1784162521362305,431,9499
4.176327705383301,434,9549
2.5444343090057373,436,9599
3.65981125831604,438,9649
0.9083082675933838,440,9699
1.4167553186416626,443,9749
1.1720771789550781,445,9799
3.453903913497925,447,9849
1.775659441947937,449,9899
1.03216552734375,452,9949
1.1792863607406616,454,9999
2.5411171913146973,456,10049
1.6010164022445679,459,10099
1.2475851774215698,461,10149
2.585787296295166,463,10199
0.9288957715034485,465,10249
1.0747140645980835,468,10299
1.3077874183654785,470,10349
3.0732765197753906,472,10399
1.6373752355575562,474,10449
2.8122942447662354,477,10499
0.677781343460083,479,10549
1.270181655883789,481,10599
1.9149278402328491,484,10649
1.7989555597305298,486,10699
2.9119443893432617,488,10749
1.5285407304763794,490,10799
2.0641279220581055,493,10849
0.49604469537734985,495,10899
4.243293762207031,497,10949
1.5520769357681274,499,10999
1.4881563186645508,502,11049
0.8296720385551453,504,11099
1.0998207330703735,506,11149
1.7756761312484741,509,11199
2.93890380859375,511,11249
2.607083797454834,513,11299
1.7029237747192383,515,11349
1.9313971996307373,518,11399
0.5454084873199463,520,11449
3.071619987487793,522,11499
1.233892798423767,524,11549
2.0562522411346436,527,11599
0.4793718457221985,529,11649
0.8454005122184753,531,11699
1.8522026538848877,534,11749
1.8931329250335693,536,11799
2.3369810581207275,538,11849
1.3745092153549194,540,11899
0.726162850856781,543,11949
1.8858375549316406,545,11999
2.171041965484619,547,12049
0.9494192600250244,549,12099
3.329460620880127,552,12149
0.4336608350276947,554,12199
0.781946063041687,556,12249
1.1268620491027832,559,12299
0.5386037826538086,561,12349
1.7478830814361572,563,12399
1.3317060470581055,565,12449
1.848839282989502,568,12499
3.5435571670532227,570,12549
2.073666572570801,572,12599
0.9054904580116272,574,12649
0.8106603622436523,577,12699
0.9258115887641907,579,12749
2.068556070327759,581,12799
1.6042629480361938,584,12849
2.269866704940796,586,12899
2.1286048889160156,588,12949
1.0446001291275024,590,12999
1.1565587520599365,593,13049
0.487047404050827,595,13099
2.1779744625091553,597,13149
1.3044472932815552,599,13199
3.376211404800415,602,13249
2.3829445838928223,604,13299
3.132209062576294,606,13349
1.9751352071762085,609,13399
0.749906063079834,611,13449
1.5753891468048096,613,13499
2.0644168853759766,615,13549
3.2482645511627197,618,13599
1.7747745513916016,620,13649
3.285853147506714,622,13699
1.0513569116592407,624,13749
1.0168126821517944,627,13799
0.6920371055603027,629,13849
0.8335890173912048,631,13899
2.7404613494873047,634,13949
0.9735724925994873,636,13999
1.415048360824585,638,14049
1.4326008558273315,640,14099
2.4846980571746826,643,14149
3.211766004562378,645,14199
1.6462315320968628,647,14249
1.1249560117721558,649,14299
3.0608811378479004,652,14349
2.5412721633911133,654,14399
2.5818674564361572,656,14449
1.686117172241211,659,14499
2.3594608306884766,661,14549
1.8434598445892334,663,14599
2.1133639812469482,665,14649
2.077991008758545,668,14699
1.4670631885528564,670,14749
1.630705714225769,672,14799
0.7937683463096619,674,14849
2.064800977706909,677,14899
0.42487281560897827,679,14949
1.5342005491256714,681,14999
1.3329336643218994,684,15049
2.865112781524658,686,15099
1.5683780908584595,688,15149
1.3175790309906006,690,15199
1.0738153457641602,693,15249
3.2237937450408936,695,15299
2.8946003913879395,697,15349
0.7140085697174072,699,15399
0.7344072461128235,702,15449
0.8537375926971436,704,15499
0.7786017656326294,706,15549
2.2843871116638184,709,15599
0.4260169565677643,711,15649
1.411252498626709,713,15699
1.321550726890564,715,15749
2.5184266567230225,718,15799
0.82926344871521,720,15849
1.7441312074661255,722,15899
1.0160821676254272,724,15949
4.006605625152588,727,15999
1.1488392353057861,729,16049
0.9183996915817261,731,16099
0.5218979716300964,734,16149
4.632927894592285,736,16199
1.7011687755584717,738,16249
1.124320149421692,740,16299
0.5948312878608704,743,16349
3.8143301010131836,745,16399
1.63308846950531,747,16449
0.54426109790802,749,16499
0.7715440392494202,752,16549
1.167039155960083,754,16599
2.3360395431518555,756,16649
2.771791934967041,759,16699
1.076737880706787,761,16749
1.1445852518081665,763,16799
2.2856571674346924,765,16849
2.2473626136779785,768,16899
1.8536763191223145,770,16949
2.0028979778289795,772,16999
0.8801290392875671,774,17049
1.2730951309204102,777,17099
0.941849946975708,779,17149
0.6103714108467102,781,17199
1.3205660581588745,784,17249
0.7423366904258728,786,17299
1.5199862718582153,788,17349
0.9708178043365479,790,17399
1.9829580783843994,793,17449
0.506246030330658,795,17499
1.9460279941558838,797,17549
0.7620497345924377,799,17599
3.616178035736084,802,17649
0.6968945264816284,804,17699
0.5939915180206299,806,17749
